account_id,origination_date,product,region,customer_age,age_band,monthly_income,loan_amount,outstanding_balance_thb,days_past_due,bad_flag
TH-100976,05/09/2024,auto,Northeast,43,35 to 44,18300,51000,"39,200",0,0
TH-100977,17/12/2024,auto,Bangkok,36,35 to 44,15500,24000,"9,100",0,0
TH-100978,10/10/2023,motorcycle,Northeast,37,35 to 44,11900,41000,"30,300",19,0
TH-100979,15/04/2024,motorcycle,Central,24,Under 25,9900,36000,"14,800",0,0
TH-100980,28/05/2025,personal,South,47,45 to 54,16400,17000,"9,300",0,0
TH-100981,20/12/2023,title_loan,Central,28,25 to 34,17500,32000,"25,200",0,0
TH-100982,04/05/2023,personal,South,27,25 to 34,14500,32000,"11,000",0,0
TH-100983,07/01/2024,motorcycle,South,31,25 to 34,14500,27000,"16,100",0,0
TH-100984,02/02/2024,personal,Central,31,25 to 34,23100,78000,"33,700",0,0
TH-100985,19/12/2023,auto,Bangkok,27,25 to 34,51900,83000,"34,900",7,0
TH-100986,24/05/2025,auto,Bangkok,47,45 to 54,27700,37000,"17,500",0,0
TH-100987,22/08/2024,motorcycle,South,26,25 to 34,46000,178000,"70,600",0,0
TH-100988,18/03/2024,home_improvement,Bangkok,41,35 to 44,29100,82000,"75,300",0,0
TH-100989,12/02/2023,motorcycle,Bangkok,37,35 to 44,17800,49000,"37,200",0,0
TH-100990,25/02/2025,motorcycle,Bangkok,33,25 to 34,32100,53000,"21,700",0,0
TH-100991,19/09/2024,motorcycle,Northeast,43,35 to 44,10600,39000,"22,100",86,1
TH-100992,09/03/2024,home_improvement,Bangkok,42,35 to 44,28400,72000,"34,200",0,0
TH-100993,05/11/2024,home_improvement,Bangkok,41,35 to 44,50400,147000,"31,100",0,0
TH-100994,18/02/2025,motorcycle,South,40,35 to 44,37500,60000,"27,200",0,0
TH-100995,25/06/2023,home_improvement,North,31,25 to 34,38100,92000,"67,300",0,0
TH-100996,20/01/2024,auto,South,33,25 to 34,21700,40000,"27,100",0,0
TH-100997,27/11/2023,auto,Bangkok,37,35 to 44,17700,33000,"29,500",0,0
TH-100998,18/11/2023,motorcycle,Northeast,31,25 to 34,17600,35000,"22,500",0,0
TH-100999,02/08/2023,title_loan,Northeast,34,25 to 34,,41000,"29,400",0,0
TH-101000,07/01/2025,motorcycle,Bangkok,31,25 to 34,21600,46000,"26,100",0,0
TH-101001,06/11/2024,home_improvement,Northeast,23,Under 25,9000,15000,"6,200",0,0
TH-101002,04/03/2024,motorcycle,Northeast,36,35 to 44,10300,47000,"41,800",0,0
TH-101003,06/06/2025,motorcycle,North,26,25 to 34,19800,40000,"24,300",0,0
TH-101004,19/05/2025,motorcycle,Northeast,22,Under 25,22300,87000,"48,900",0,0
TH-101005,18/10/2024,home_improvement,South,43,35 to 44,20700,65000,"44,200",0,0
TH-101006,24/02/2025,auto,Northeast,31,25 to 34,15500,44000,"26,600",0,0
TH-101007,28/07/2023,personal,North,23,Under 25,13400,24000,"19,300",11,0
TH-101008,27/02/2025,title_loan,Bangkok,34,25 to 34,14600,56000,"37,900",0,0
TH-101009,30/04/2023,personal,South,30,25 to 34,40900,43000,"11,600",0,0
TH-101010,17/04/2023,title_loan,North,26,25 to 34,55300,139000,"120,000",0,0
TH-101011,11/02/2023,personal,Bangkok,31,25 to 34,11500,29000,"19,200",0,0
TH-101012,25/02/2025,auto,Bangkok,51,45 to 54,9100,25000,,0,0
TH-101013,28/08/2024,auto,Bangkok,43,35 to 44,9000,24000,"18,400",0,0
TH-101014,25/05/2023,home_improvement,Northeast,23,Under 25,15300,34000,"15,200",0,0
TH-101015,12/09/2023,home_improvement,North,42,35 to 44,19600,77000,"39,700",0,0
TH-101016,01/05/2023,personal,Central,43,35 to 44,24500,73000,"58,600",0,0
TH-101017,26/02/2025,home_improvement,Northeast,39,35 to 44,13100,26000,"22,000",0,0
TH-101018,11/12/2023,home_improvement,South,33,25 to 34,108700,134000,"90,900",0,0
TH-101019,13/04/2023,motorcycle,Bangkok,35,35 to 44,14300,47000,"10,300",0,0
TH-101020,08/11/2024,motorcycle,North,32,25 to 34,19900,96000,"79,700",0,0
TH-101021,17/01/2025,personal,Bangkok,29,25 to 34,27900,35000,"22,900",0,0
TH-101022,27/04/2023,personal,North,42,35 to 44,30000,95000,"53,500",0,0
TH-101023,13/01/2023,personal,Bangkok,39,35 to 44,36500,106000,"70,800",0,0
TH-101024,15/09/2023,auto,Northeast,25,25 to 34,14800,61000,"42,200",0,0
TH-101025,16/06/2023,personal,Central,23,Under 25,25800,74000,"24,900",0,0
TH-101026,21/06/2023,auto,Central,34,25 to 34,9000,26000,"23,600",0,0
TH-101027,11/01/2025,motorcycle,North,27,25 to 34,18500,86000,"47,100",114,1
TH-101028,06/09/2023,personal,North,44,35 to 44,,39000,"33,200",91,1
TH-101029,15/05/2024,auto,Bangkok,68,55 and over,15300,37000,"28,900",0,0
TH-101030,06/06/2023,title_loan,North,23,Under 25,24200,34000,"17,800",0,0
TH-101031,10/02/2023,title_loan,Northeast,30,25 to 34,33300,129000,"116,500",23,0
TH-101032,08/06/2023,auto,Bangkok,22,Under 25,33300,181000,"74,100",111,1
TH-101033,01/12/2024,motorcycle,North,25,25 to 34,,44000,"12,400",0,0
TH-101034,01/12/2023,personal,Bangkok,37,35 to 44,25800,68000,"18,600",0,0
TH-101035,19/09/2024,home_improvement,Bangkok,30,25 to 34,9200,30000,"22,200",0,0
TH-101036,05/02/2024,title_loan,Bangkok,27,25 to 34,18100,48000,"40,800",0,0
TH-101037,07/11/2023,auto,Central,23,Under 25,9000,30000,"9,200",0,0
TH-101038,31/03/2023,motorcycle,South,53,45 to 54,23600,52000,"26,200",0,0
TH-101039,29/11/2023,motorcycle,Northeast,38,35 to 44,25000,60000,"39,800",0,0
TH-101040,05/03/2024,motorcycle,Northeast,53,45 to 54,15700,17000,"14,000",0,0
TH-101041,18/03/2023,auto,Central,38,35 to 44,22300,40000,"18,600",0,0
TH-101042,17/03/2023,personal,Northeast,38,35 to 44,27400,105000,"96,600",0,0
TH-101043,12/02/2023,motorcycle,South,35,35 to 44,23000,47000,"34,600",0,0
TH-101044,17/01/2023,personal,Bangkok,38,35 to 44,28800,151000,"121,700",0,0
TH-101045,08/01/2023,motorcycle,South,35,35 to 44,46800,220000,"107,800",0,0
TH-101046,18/07/2024,motorcycle,North,38,35 to 44,54800,148000,"132,000",0,0
TH-101047,06/03/2025,motorcycle,North,32,25 to 34,9000,22000,"11,800",0,0
TH-101048,02/02/2024,personal,Northeast,39,35 to 44,11800,40000,"7,700",0,0
TH-101049,03/10/2024,auto,North,21,Under 25,16400,54000,"25,900",0,0
TH-101050,03/05/2024,home_improvement,North,47,45 to 54,12900,22000,"11,100",17,0
TH-101051,06/11/2024,home_improvement,Central,27,25 to 34,25600,64000,"23,400",24,0
TH-101052,24/05/2025,personal,South,57,55 and over,9000,33000,"14,100",0,0
TH-101053,18/01/2024,personal,Central,24,Under 25,17900,34000,"17,500",0,0
TH-101054,16/11/2023,motorcycle,Northeast,39,35 to 44,19300,67000,"40,100",0,0
TH-101055,09/03/2025,title_loan,South,42,35 to 44,27300,51000,"34,000",0,0
TH-101056,28/03/2023,title_loan,Bangkok,30,25 to 34,17400,182000,"126,600",0,0
TH-101057,05/08/2024,title_loan,Bangkok,44,35 to 44,,124000,"53,400",0,0
TH-101058,15/04/2025,home_improvement,Bangkok,23,Under 25,11500,46000,"32,700",0,0
TH-101059,16/03/2023,auto,Bangkok,25,25 to 34,25000,90000,,2,0
TH-101060,04/05/2024,motorcycle,Northeast,32,25 to 34,15100,73000,"60,600",10,0
TH-101061,10/06/2025,motorcycle,North,41,35 to 44,10000,30000,"8,300",0,0
TH-101062,15/05/2023,personal,Northeast,31,25 to 34,40300,84000,"41,900",6,0
TH-101063,23/05/2024,personal,North,27,25 to 34,16300,38000,"28,900",0,0
TH-101064,14/07/2024,personal,Northeast,40,35 to 44,18000,43000,"28,600",0,0
TH-101065,18/06/2025,home_improvement,Central,45,45 to 54,28300,73000,"46,500",0,0
TH-101066,10/09/2024,personal,Bangkok,29,25 to 34,24700,90000,"83,300",25,0
TH-101067,30/01/2025,home_improvement,Bangkok,33,25 to 34,14000,18000,"13,800",0,0
TH-101068,11/08/2023,personal,Bangkok,37,35 to 44,23900,54000,"48,000",0,0
TH-101069,20/09/2023,auto,Bangkok,43,35 to 44,17700,50000,"17,900",0,0
TH-101070,09/02/2025,motorcycle,Northeast,32,25 to 34,29200,50000,"38,800",0,0
TH-101071,23/02/2023,personal,Central,26,25 to 34,29300,79000,"45,100",25,0
TH-101072,15/03/2023,auto,Northeast,29,25 to 34,11800,29000,"17,500",0,0
TH-101073,27/03/2023,motorcycle,North,32,25 to 34,17800,67000,"42,700",16,0
TH-101074,27/05/2025,auto,North,42,35 to 44,46400,92000,"46,600",0,0
TH-101075,05/01/2024,auto,Northeast,43,35 to 44,19100,58000,"29,300",0,0
TH-101076,23/04/2024,motorcycle,Northeast,31,25 to 34,41500,92000,"35,900",0,0
TH-101077,08/01/2023,auto,South,29,25 to 34,26100,75000,"49,400",17,0
TH-101078,22/02/2023,motorcycle,North,21,Under 25,25300,88000,"67,700",0,0
TH-101079,09/08/2023,motorcycle,Bangkok,41,35 to 44,20000,25000,"15,600",0,0
TH-101080,07/03/2024,motorcycle,Central,26,25 to 34,9000,26000,"22,400",0,0
TH-101081,14/06/2023,personal,Bangkok,21,Under 25,11800,31000,"24,100",121,1
TH-101082,22/01/2023,motorcycle,Bangkok,41,35 to 44,14200,45000,"32,000",0,0
TH-101083,13/08/2023,motorcycle,Northeast,29,25 to 34,,31000,"6,600",0,0
TH-101084,27/04/2024,motorcycle,Northeast,30,25 to 34,,91000,"60,700",11,0
TH-101085,05/06/2025,motorcycle,Northeast,51,45 to 54,10500,23000,"13,700",0,0
TH-101086,21/11/2023,motorcycle,Bangkok,42,35 to 44,22300,46000,"26,100",8,0
TH-101087,11/10/2023,auto,Northeast,29,25 to 34,20400,25000,"16,200",0,0
TH-101088,14/09/2023,motorcycle,Bangkok,41,35 to 44,22100,124000,"101,700",0,0
TH-101089,21/11/2023,personal,Central,33,25 to 34,25300,35000,"1,500",0,0
TH-101090,24/03/2024,auto,Central,39,35 to 44,21100,48000,"22,600",20,0
TH-101091,30/06/2023,motorcycle,North,23,Under 25,49800,55000,"36,500",0,0
TH-101092,05/11/2023,motorcycle,Bangkok,29,25 to 34,21400,72000,"14,900",0,0
TH-101093,23/11/2024,motorcycle,Bangkok,42,35 to 44,21000,59000,"42,500",0,0
TH-101094,10/04/2024,personal,Northeast,25,25 to 34,25600,77000,"62,900",0,0
TH-101095,20/08/2024,personal,North,28,25 to 34,9100,18000,"13,900",0,0
TH-101096,02/07/2024,personal,Central,29,25 to 34,34300,85000,"70,300",0,0
TH-101097,12/05/2025,home_improvement,Northeast,48,45 to 54,15900,25000,"12,900",3,0
TH-101098,30/11/2024,auto,Bangkok,53,45 to 54,22400,100000,"76,000",3,0
TH-101099,10/01/2025,motorcycle,Northeast,51,45 to 54,29200,111000,"88,600",0,0
TH-101100,27/04/2024,auto,North,27,25 to 34,55300,289000,"181,200",15,0
TH-101101,01/01/2025,auto,South,50,45 to 54,13800,63000,"39,300",0,0
TH-101102,04/03/2025,auto,Central,54,45 to 54,22300,103000,,0,0
TH-101103,04/11/2023,personal,Bangkok,38,35 to 44,20100,61000,"44,700",26,0
TH-101104,21/04/2023,auto,South,38,35 to 44,32200,174000,"38,800",0,0
TH-101105,11/02/2023,motorcycle,Northeast,41,35 to 44,12600,44000,"25,200",0,0
TH-101106,14/04/2023,personal,North,44,35 to 44,,29000,"21,400",0,0
TH-101107,24/10/2023,motorcycle,Central,38,35 to 44,,141000,"138,600",0,0
TH-101108,18/06/2025,auto,Northeast,29,25 to 34,14200,61000,"31,300",0,0
TH-101109,24/03/2023,title_loan,Bangkok,36,35 to 44,14300,38000,"19,600",0,0
TH-101110,16/01/2023,personal,Bangkok,21,Under 25,9000,24000,"14,300",155,1
TH-101111,08/03/2023,title_loan,Central,43,35 to 44,,42000,"24,700",0,0
TH-101112,14/10/2023,personal,Bangkok,23,Under 25,41500,68000,"14,000",0,0
TH-101113,02/09/2024,motorcycle,Bangkok,38,35 to 44,12800,27000,"13,000",3,0
TH-101114,29/04/2024,auto,Central,48,45 to 54,48800,129000,"40,200",0,0
TH-101115,11/05/2025,motorcycle,Central,24,Under 25,14000,95000,"46,800",0,0
TH-101116,23/11/2023,personal,North,30,25 to 34,25500,125000,"115,200",0,0
TH-101117,10/04/2023,motorcycle,Northeast,34,25 to 34,32500,33000,"15,600",0,0
TH-101118,04/09/2024,auto,North,27,25 to 34,,78000,"53,500",149,1
TH-101119,03/04/2024,motorcycle,Northeast,27,25 to 34,38900,84000,"33,400",0,0
TH-101120,23/04/2024,motorcycle,South,25,25 to 34,11200,39000,"35,200",0,0
TH-101121,05/09/2024,personal,Northeast,49,45 to 54,10700,18000,"11,300",0,0
TH-101122,01/07/2024,home_improvement,Bangkok,23,Under 25,38600,82000,"40,200",0,0
TH-101123,14/11/2023,home_improvement,Bangkok,21,Under 25,19400,48000,"25,400",0,0
TH-101124,09/07/2023,motorcycle,North,23,Under 25,28800,137000,"55,900",134,1
TH-101125,27/04/2023,personal,Bangkok,32,25 to 34,53500,116000,"48,400",0,0
TH-101126,16/11/2024,home_improvement,Central,21,Under 25,10800,23000,"4,700",0,0
TH-101127,09/08/2024,personal,Northeast,33,25 to 34,16700,54000,"26,500",0,0
TH-101128,28/04/2023,personal,Bangkok,28,25 to 34,80400,368000,"86,900",0,0
TH-101129,09/02/2025,auto,North,31,25 to 34,14100,48000,"26,300",0,0
TH-101130,25/09/2023,personal,Bangkok,42,35 to 44,18100,46000,"20,500",96,1
TH-101131,06/04/2025,motorcycle,Central,45,45 to 54,20300,28000,"20,900",0,0
TH-101132,31/12/2024,home_improvement,South,45,45 to 54,,83000,,0,0
TH-101133,14/02/2023,motorcycle,Bangkok,21,Under 25,,80000,"27,300",0,0
TH-101134,17/10/2023,auto,South,31,25 to 34,9000,31000,"13,200",0,0
TH-101135,11/01/2025,personal,Central,39,35 to 44,14200,67000,"44,800",0,0
TH-101136,30/06/2023,home_improvement,South,23,Under 25,14400,28000,"11,000",0,0
TH-101137,19/05/2025,auto,Bangkok,24,Under 25,12700,45000,"30,000",0,0
TH-101138,19/01/2025,auto,North,25,25 to 34,10400,32000,"24,700",0,0
TH-101139,20/02/2024,personal,Northeast,26,25 to 34,16500,27000,"12,200",0,0
TH-101140,02/09/2024,home_improvement,Bangkok,32,25 to 34,21500,43000,"34,400",0,0
TH-101141,01/06/2024,motorcycle,North,22,Under 25,36200,100000,"21,900",0,0
TH-101142,16/06/2023,personal,North,39,35 to 44,24500,66000,"46,300",0,0
TH-101143,20/02/2023,title_loan,Central,30,25 to 34,11200,51000,"36,900",0,0
TH-101144,19/08/2024,home_improvement,Northeast,25,25 to 34,23600,117000,"45,600",29,0
TH-101145,01/04/2024,home_improvement,Bangkok,40,35 to 44,36000,126000,,86,1
TH-101146,10/04/2023,home_improvement,Bangkok,42,35 to 44,14200,64000,"42,000",0,0
TH-101147,02/06/2024,auto,Northeast,50,45 to 54,10700,46000,"13,300",0,0
TH-101148,07/10/2024,title_loan,Northeast,40,35 to 44,25400,73000,"46,800",0,0
TH-101149,28/09/2023,motorcycle,South,44,35 to 44,17200,31000,"16,400",0,0
TH-101150,11/06/2023,motorcycle,Central,26,25 to 34,9000,18000,"7,200",0,0
TH-101151,11/12/2024,home_improvement,Bangkok,31,25 to 34,,52000,"26,700",108,1
TH-101152,26/11/2024,auto,Bangkok,41,35 to 44,49900,184000,"64,500",0,0
TH-101153,23/11/2023,motorcycle,Central,22,Under 25,10900,22000,"15,600",0,0
TH-101154,02/05/2023,home_improvement,Central,35,35 to 44,27400,49000,,0,0
TH-101155,23/03/2024,auto,North,21,Under 25,15800,35000,"19,100",0,0
TH-101156,12/02/2025,auto,Bangkok,60,55 and over,24700,94000,"27,400",0,0
TH-101157,04/06/2024,auto,North,27,25 to 34,20700,121000,"41,500",105,1
TH-101158,25/06/2023,home_improvement,Bangkok,32,25 to 34,51900,104000,"93,600",0,0
TH-101159,14/11/2024,auto,Northeast,29,25 to 34,31300,65000,"22,800",0,0
TH-101160,29/09/2023,title_loan,Central,32,25 to 34,40000,76000,"52,500",0,0
TH-101161,22/09/2023,title_loan,Central,34,25 to 34,17200,38000,"8,300",146,1
TH-101162,14/11/2023,home_improvement,South,46,45 to 54,,96000,"63,300",135,1
TH-101163,22/09/2024,motorcycle,Bangkok,21,Under 25,23200,108000,"60,100",0,0
TH-101164,08/12/2023,home_improvement,Northeast,43,35 to 44,30700,67000,"34,000",0,0
TH-101165,23/08/2023,personal,Bangkok,30,25 to 34,18500,87000,"65,900",0,0
TH-101166,02/07/2024,motorcycle,Bangkok,44,35 to 44,16500,22000,"10,100",0,0
TH-101167,09/06/2024,personal,Bangkok,32,25 to 34,,56000,"47,300",0,0
TH-101168,23/09/2023,motorcycle,North,50,45 to 54,48000,141000,"102,300",0,0
TH-101169,20/03/2024,motorcycle,North,44,35 to 44,11700,25000,"12,600",0,0
TH-101170,19/03/2024,personal,Bangkok,53,45 to 54,21100,55000,"34,200",0,0
TH-101171,31/01/2024,personal,Bangkok,38,35 to 44,17700,40000,"25,300",0,0
TH-101172,06/11/2024,home_improvement,Northeast,39,35 to 44,94100,278000,"142,600",0,0
TH-101173,12/06/2024,home_improvement,Central,22,Under 25,20300,75000,"32,500",0,0
TH-101174,22/02/2023,personal,Northeast,35,35 to 44,,34000,"23,100",19,0
TH-101175,01/03/2023,personal,Northeast,28,25 to 34,25800,54000,"35,700",0,0
TH-101176,09/12/2023,auto,Bangkok,23,Under 25,22400,89000,"35,400",0,0
TH-101177,19/05/2024,motorcycle,South,34,25 to 34,28000,42000,"23,000",0,0
TH-101178,22/01/2024,home_improvement,North,22,Under 25,50500,88000,"61,200",0,0
TH-101179,13/10/2023,personal,South,38,35 to 44,14800,50000,"41,300",0,0
TH-101180,30/04/2023,motorcycle,South,51,45 to 54,28500,41000,"19,100",0,0
TH-101181,29/03/2023,home_improvement,Northeast,36,35 to 44,17100,40000,"15,900",0,0
TH-101182,08/11/2024,home_improvement,Bangkok,35,35 to 44,12000,15000,"11,700",0,0
TH-101183,25/08/2024,title_loan,Northeast,42,35 to 44,19700,27000,"15,100",3,0
TH-101184,29/06/2023,motorcycle,Northeast,30,25 to 34,27700,36000,"15,000",0,0
TH-101185,17/11/2024,personal,Bangkok,49,45 to 54,27500,67000,"26,800",0,0
TH-101186,21/09/2024,auto,Northeast,24,Under 25,9000,15000,"11,800",0,0
TH-101187,21/12/2024,auto,North,34,25 to 34,23500,76000,"48,700",26,0
TH-101188,20/04/2023,auto,Central,29,25 to 34,20900,131000,"87,300",162,1
TH-101189,08/11/2023,motorcycle,Central,21,Under 25,16200,62000,"28,500",0,0
TH-101190,12/07/2024,motorcycle,Northeast,25,25 to 34,21800,86000,"62,800",158,1
TH-101191,22/01/2023,motorcycle,Central,31,25 to 34,42600,235000,"168,600",0,0
TH-101192,11/11/2024,auto,Bangkok,28,25 to 34,16600,27000,"9,400",0,0
TH-101193,28/04/2023,motorcycle,North,31,25 to 34,13100,40000,"23,100",3,0
TH-101194,22/09/2024,motorcycle,Northeast,44,35 to 44,,44000,"27,800",0,0
TH-101195,06/12/2023,home_improvement,Bangkok,28,25 to 34,,91000,"42,000",0,0
TH-101196,22/06/2023,personal,Bangkok,23,Under 25,22400,75000,"56,500",0,0
TH-101197,08/05/2023,motorcycle,Central,45,45 to 54,28900,91000,"33,700",0,0
TH-101198,23/04/2025,personal,South,41,35 to 44,31100,40000,"6,800",0,0
TH-101199,09/06/2024,title_loan,Bangkok,51,45 to 54,,82000,"57,600",0,0
TH-101200,19/05/2024,home_improvement,Central,25,25 to 34,53500,196000,"123,500",20,0
TH-101201,13/05/2025,title_loan,Central,45,45 to 54,11500,31000,"26,300",0,0
TH-101202,17/03/2023,personal,Bangkok,34,25 to 34,32300,70000,,0,0
TH-101203,25/05/2025,personal,North,49,45 to 54,28400,132000,"81,500",0,0
TH-101204,25/10/2023,title_loan,South,32,25 to 34,9000,36000,,30,0
TH-101205,17/05/2023,home_improvement,Central,37,35 to 44,9000,30000,"23,100",0,0
TH-101206,20/02/2025,motorcycle,Bangkok,35,35 to 44,14100,26000,"14,900",0,0
TH-101207,22/01/2023,auto,Bangkok,37,35 to 44,14600,35000,"21,000",90,1
TH-101208,25/10/2023,personal,South,48,45 to 54,9300,17000,"9,800",0,0
TH-101209,29/05/2023,title_loan,Central,29,25 to 34,17700,37000,"17,300",0,0
TH-101210,20/04/2023,motorcycle,Bangkok,40,35 to 44,15100,15000,"7,200",0,0
TH-101211,16/03/2025,personal,Central,39,35 to 44,9000,15000,"11,800",0,0
TH-101212,01/05/2024,personal,North,41,35 to 44,63000,197000,"144,300",10,0
TH-101213,26/10/2024,auto,Bangkok,36,35 to 44,14200,15000,"7,900",0,0
TH-101214,29/03/2023,motorcycle,Northeast,31,25 to 34,57200,193000,"173,700",0,0
TH-101215,15/05/2023,auto,Bangkok,21,Under 25,18300,45000,"32,300",0,0
TH-101216,31/05/2025,auto,Northeast,34,25 to 34,28000,68000,"60,300",157,1
TH-101217,02/03/2024,home_improvement,Central,42,35 to 44,35300,100000,"92,700",0,0
TH-101218,20/06/2023,motorcycle,Bangkok,38,35 to 44,75600,363000,"251,400",0,0
TH-101219,11/02/2024,motorcycle,South,22,Under 25,9900,34000,"14,000",0,0
TH-101220,25/09/2024,personal,Bangkok,29,25 to 34,16500,48000,"32,500",0,0
TH-101221,24/12/2024,title_loan,Bangkok,33,25 to 34,21600,28000,"20,700",0,0
TH-101222,06/02/2024,auto,South,30,25 to 34,,120000,"80,100",0,0
TH-101223,09/05/2025,auto,Bangkok,31,25 to 34,29300,110000,"62,600",0,0
TH-101224,12/04/2024,home_improvement,North,41,35 to 44,15700,23000,"13,700",0,0
TH-101225,28/02/2024,auto,South,30,25 to 34,19100,47000,"36,600",0,0
TH-101226,29/10/2023,auto,Central,33,25 to 34,9000,19000,,0,0
TH-101227,08/05/2024,personal,Bangkok,29,25 to 34,16700,62000,"34,700",148,1
TH-101228,05/06/2024,home_improvement,Northeast,39,35 to 44,30100,75000,"44,400",0,0
TH-101229,09/12/2024,motorcycle,Central,33,25 to 34,21900,88000,"65,400",0,0
TH-101230,21/02/2025,motorcycle,Bangkok,44,35 to 44,17300,26000,,0,0
TH-101231,24/02/2023,auto,Northeast,24,Under 25,35800,83000,"35,200",0,0
TH-101232,09/04/2023,personal,Central,31,25 to 34,25200,24000,"20,700",0,0
TH-101233,10/12/2023,motorcycle,Bangkok,35,35 to 44,20700,107000,"52,300",48,1
TH-101234,31/07/2024,auto,Northeast,43,35 to 44,17800,46000,"26,700",0,0
TH-101235,04/01/2025,home_improvement,South,29,25 to 34,,63000,"48,400",19,0
TH-101236,07/02/2024,personal,Bangkok,43,35 to 44,,32000,"22,000",0,0
TH-101237,17/01/2025,personal,Northeast,34,25 to 34,15100,122000,"88,900",163,1
TH-101238,10/05/2023,motorcycle,North,27,25 to 34,22300,29000,"9,600",0,0
TH-101239,17/01/2024,personal,Bangkok,41,35 to 44,18900,60000,"26,400",0,0
TH-101240,01/12/2023,motorcycle,Central,23,Under 25,18500,76000,"35,200",0,0
TH-101241,07/03/2025,auto,Central,53,45 to 54,13600,47000,"24,700",0,0
TH-101242,05/12/2024,auto,Bangkok,49,45 to 54,9000,40000,"33,000",0,0
TH-101243,24/08/2023,personal,Bangkok,44,35 to 44,38900,175000,"39,700",42,1
TH-101244,26/04/2023,auto,Central,31,25 to 34,36400,71000,"34,400",0,0
TH-101245,16/02/2024,motorcycle,Bangkok,43,35 to 44,12800,32000,"14,500",0,0
TH-101246,11/02/2023,personal,Bangkok,22,Under 25,16100,38000,"25,900",0,0
TH-101247,09/06/2023,home_improvement,Central,68,55 and over,33400,54000,"22,200",0,0
TH-101248,24/01/2024,auto,Bangkok,25,25 to 34,12300,24000,,121,1
TH-101249,05/05/2023,personal,North,33,25 to 34,14400,81000,"32,200",0,0
TH-101250,15/09/2023,auto,Central,28,25 to 34,15000,50000,"17,300",0,0
TH-101251,22/11/2023,title_loan,Central,29,25 to 34,15800,39000,"27,900",104,1
TH-101252,09/05/2024,home_improvement,Bangkok,32,25 to 34,20700,27000,"15,900",0,0
TH-101253,14/04/2024,auto,Northeast,25,25 to 34,26700,74000,"33,500",0,0
TH-101254,08/01/2023,personal,Bangkok,53,45 to 54,22700,26000,"13,500",0,0
TH-101255,13/01/2025,personal,Bangkok,33,25 to 34,23700,40000,"23,200",0,0
TH-101256,03/04/2024,auto,Central,24,Under 25,10400,23000,"14,800",0,0
